-2.69919 5.26931 -2.67666
-1.83539 -0.24038 0.77616
0.777985 -6.94418 3.18961
-8.19795 5.12948 -3.10683
-2.84868 2.54424 -2.94883
1.22322 5.5785 3.12205
0.951723 7.57289 -1.7371
-1.12773 -2.74005 -3.35647
3.95295 -1.34854 -4.46777
-7.66099 -1.73456 -3.76963
-7.46055 9.11047 -3.75577
-7.93107 -2.99808 4.7964
-4.95803 -9.51348 -0.00470986
2.97643 -6.89057 -4.69629
9.58529 -5.67007 4.88743
9.51744 8.63927 -4.17967
-8.83401 4.70666 3.34345
7.51267 -6.66117 -0.893469
2.57129 -6.02553 1.20186
5.44065 -7.62297 -3.48054
7.32336 8.13616 3.64515
9.13021 -1.08045 -0.801284
1.99676 -2.42203 -4.48435
6.06345 3.68041 -0.417192
-5.55659 -6.40885 1.71195
9.93421 -9.45678 0.953887
3.9359 4.78116 2.53139
-5.70515 -6.74434 -2.82065
-1.88236 -5.65154 -3.98412
-9.0162 3.6625 -2.96631
2.96947 -9.37194 -4.08293
1.74131 -0.457981 -1.62499
9.67222 5.19692 0.153016
1.01795 6.24775 -4.30063
8.98951 -8.97225 -1.77144
2.65684 8.63977 1.27403
-6.19016 7.84318 -0.449831
-5.1918 -0.331369 1.85119
-2.20266 0.0711833 3.12445
-4.51593 -9.54203 2.00904
-6.84757 7.6275 -2.64993
0.362918 -6.69725 -0.205239
1.44043 7.61336 1.56766
5.13668 1.22006 -4.52635
8.4012 3.73386 -4.29513
6.94199 4.67037 4.54254
4.4341 -9.53669 -3.28039
1.68284 9.80417 -3.12418
-4.19817 1.11485 0.644113
1.6162 6.65993 4.63767
8.42192 -6.37113 -3.1828
1.54915 -0.8971 4.43295
0.510859 -5.92655 0.692234
7.70568 -5.16654 2.74197
3.66104 8.73812 -3.74181
6.28827 8.60535 1.25923
4.21728 -5.70526 2.70598
-1.22605 5.09603 -0.141782
7.95128 -5.33133 -4.19978
5.62791 5.90985 -2.52985
-3.24237 -6.87467 1.81323
-6.20457 4.36736 2.20802
6.29985 6.17666 -1.06751
-1.95551 2.48177 4.99783
-7.86308 -8.6896 -1.27087
2.21257 -1.38631 0.763937
1.64225 -2.17685 3.32817
2.01908 -2.40706 -4.56308
-2.4734 -7.42229 2.39192
-3.06204 6.31066 -4.84469
-9.41803 -6.47407 -3.55948
-4.79156 -5.37444 -0.687655
5.70706 4.064 2.70002
-0.397428 -0.105087 -3.5758
7.83674 -9.87653 -1.95878
-8.63852 9.51685 -0.0892103
8.65155 5.92207 4.67967
-7.52869 -9.74552 3.9857
-4.89967 7.59132 -0.0408675
-8.75279 6.6531 2.19752
-9.12525 -6.63808 -1.66553
2.77399 0.729196 0.874448
-7.96658 1.15772 -4.52278
5.19725 5.29021 -2.49469
-9.43497 7.11825 0.042948
-1.20755 2.21652 4.61391
3.71195 -9.22043 1.26176
-6.21988 -5.23488 -0.118713
-7.91471 8.28752 -1.53564
2.45302 2.28114 -4.14719
-1.67475 4.18819 0.492613
0.185082 2.97492 -4.10803
1.12593 -2.24023 0.46549
2.99914 -8.55897 -4.95607
-4.55677 7.56611 -1.87366
-6.5977 1.42454 -1.0365
-3.70566 2.09743 -3.10346
-5.73192 -6.12106 -0.476427
8.37492 -1.93935 3.60973
4.21767 8.36345 3.9425
-2.70813 -9.54063 -4.89141
1.60813 7.47854 2.895
-9.64225 -8.37565 3.93154
5.85137 0.61759 -3.38388
9.84706 1.26224 -3.10542
4.80243 -7.53325 -2.71411
9.04945 -4.28765 4.16515
-9.36474 4.86356 -2.03904
8.79402 0.0791658 -1.52069
6.60276 6.7008 2.79239
-8.84688 -8.49922 1.94421
6.76028 8.34669 4.4175
0.727936 9.23465 -1.41658
-7.95384 0.966694 -2.37214
-0.0405981 -5.79457 -3.04852
2.45414 -7.57981 -0.479925
3.14051 0.507813 -3.91842
7.3324 -5.61109 3.5711
3.8534 -2.32814 1.36789
-6.28488 -9.49446 1.88305
-6.56589 7.29395 0.23255
-2.26373 2.27563 4.19046
0.457686 -1.17374 -1.88171
-3.54399 7.63887 -3.4128
1.21736 -5.05679 -2.81409
8.5432 -6.61948 -4.76203
7.18939 0.517009 1.20336
6.35842 -3.53283 3.29547
-0.893255 -3.69521 3.68349
3.21522 -7.60808 3.36565
6.56918 -4.51504 -0.811431
-5.31902 -4.98803 0.516356
0.430564 -9.51657 -2.95412
-3.84789 8.12653 -3.80742
-0.425826 -1.13491 -0.237149
1.54485 0.819316 4.17912
-0.409966 -0.936864 2.29166
-3.18611 -9.14223 -2.24038
8.73335 0.687568 3.7587
1.69052 -8.59052 3.39088
1.81468 -7.13262 0.941321
0.308519 0.261013 -4.21337
-1.46334 3.78102 1.87847
0.739861 8.80554 -0.00668261
2.69254 2.82953 -4.46286
-5.45423 -3.96202 -1.61888
